ixdat version = 0.2.7.dev1
name = 2022-07-19 10_02_32 HER_OER_calibration AND HER_OER_calibration_01_01_CVA.mpt AND HER_OER_calibration_01_02_CP.mpt AND HER_OER_calibration_01_03_CVA.mpt AND HER_OER_calibration_01_04_CP.mpt
technique = EC-MS
tstamp = 1658217752.0
backend_name = BackendBase(none, address=none)
id = 16
timecol 'time/s' for: 'Ewe/V' and '<I>/mA' and 'selector'
timecol 'C6M44 time [s]' for: 'M44'
timecol 'C3M28 time [s]' for: 'M28'
timecol 'C4M32 time [s]' for: 'M32'
timecol 'C1M4 time [s]' for: 'M4'
timecol 'C0M2 time [s]' for: 'M2'
timecol 'C5M40 time [s]' for: 'M40'
timecol 'C2M18 time [s]' for: 'M18'
aliases = {"M2": ["M2 [A]"], "M4": ["M4 [A]"], "M18": ["M18 [A]"], "M28": ["M28 [A]"], "M32": ["M32 [A]"], "M40": ["M40 [A]"], "M44": ["M44 [A]"], "t": ["time/s"], "raw_potential": ["Ewe/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"]}
N_header_lines = 18

time/s,	Ewe/V,	<I>/mA,	selector,	C6M44 time [s],	M44,	C3M28 time [s],	M28,	C4M32 time [s],	M32,	C1M4 time [s],	M4,	C0M2 time [s],	M2,	C5M40 time [s],	M40,	C2M18 time [s],	M18
5015.8919949531555,	1.2304883,	-0.0003287620999698803,	0,	5069.068000078201,	3.300576e-13,	5068.8440001010895,	9.041511e-13,	5068.918999910355,	3.041895e-12,	5068.694999933243,	4.918113e-10,	5068.621000051498,	8.685873e-12,	5068.993000030518,	5.605178e-15,	5068.7699999809265,	3.229658e-11
5016.22519493103,	1.2238226,	-0.0003378461635518398,	0,	5070.523000001907,	3.028417e-13,	5070.299999952316,	9.229268e-13,	5070.374000072479,	3.064916e-12,	5070.151000022888,	4.917882e-10,	5070.0759999752045,	8.68132e-12,	5070.448999881744,	2.579031e-14,	5070.224999904633,	3.219099e-11
5016.558394908905,	1.2170901,	-0.0003499054588344718,	0,	5071.977999925613,	3.122053e-13,	5071.755000114441,	9.157502e-13,	5071.828999996185,	3.023913e-12,	5071.605999946594,	4.916771e-10,	5071.5309998989105,	8.685128e-12,	5071.904000043869,	2.60819e-14,	5071.680000066757,	3.226439e-11
5016.891494989395,	1.2103996,	-0.0003680565939974271,	0,	5073.433000087738,	3.202485e-13,	5073.210000038147,	9.166655e-13,	5073.283999919891,	3.047103e-12,	5073.061000108719,	4.915905e-10,	5072.986000061035,	8.742678e-12,	5073.358999967575,	2.79368e-14,	5073.134999990463,	3.207137e-11
5017.22469496727,	1.2036809,	-0.0003872430554807749,	0,	5074.888000011444,	3.031414e-13,	5074.664000034332,	9.128423e-13,	5074.739000082016,	3.0374e-12,	5074.515000104904,	4.910197e-10,	5074.440999984741,	9.467918e-12,	5074.81299996376,	4.222514e-14,	5074.589999914169,	3.218565e-11
5017.55779504776,	1.197062,	-0.0003999751572714792,	0,	5076.3440001010895,	3.160446e-13,	5076.119999885559,	9.290828e-13,	5076.194999933243,	3.054142e-12,	5075.970999956131,	4.912593e-10,	5075.897000074387,	1.659219e-11,	5076.269000053406,	5.286041e-14,	5076.046000003815,	3.227606e-11
5017.890995025635,	1.1905077,	-0.0004233847030955251,	0,	5077.796999931335,	3.170895e-13,	5077.573999881744,	9.412895e-13,	5077.648000001907,	3.061213e-12,	5077.424999952316,	4.908161e-10,	5077.349999904633,	1.84856e-11,	5077.723000049591,	3.430337e-14,	5077.499000072479,	3.218423e-11
5018.2241950035095,	1.1837497,	-0.0004374782928158591,	0,	5079.25200009346,	3.121405e-13,	5079.029000043869,	9.298604e-13,	5079.102999925613,	3.050189e-12,	5078.880000114441,	4.919928e-10,	5078.805000066757,	1.381068e-11,	5079.177999973297,	1.859753e-14,	5078.953999996185,	3.227347e-11
5018.557294845581,	1.1771293,	-0.0004623652983202584,	0,	5080.707000017166,	3.01817e-13,	5080.483999967575,	9.290625e-13,	5080.558000087738,	3.043349e-12,	5080.335000038147,	4.919454e-10,	5080.259999990463,	1.095041e-11,	5080.632999897003,	4.18728e-14,	5080.408999919891,	3.215505e-11
5018.890494823456,	1.170523,	-0.0004809865580425836,	0,	5082.164000034332,	2.908335e-13,	5081.9400000572205,	9.254985e-13,	5082.015000104904,	3.055856e-12,	5081.790999889374,	4.912452e-10,	5081.717000007629,	9.685357e-12,	5082.088999986649,	2.897764e-14,	5081.8659999370575,	3.21648e-11
5019.223594903946,	1.1638412,	-0.0004985168964550908,	0,	5083.618999958038,	3.016388e-13,	5083.3949999809265,	9.241215e-13,	5083.47000002861,	3.008908e-12,	5083.246000051498,	4.915877e-10,	5083.171999931335,	9.201675e-12,	5083.543999910355,	3.725581e-14,	5083.321000099182,	3.228852e-11
5019.556794881821,	1.1571325,	-0.000522716426384913,	0,	5085.073999881744,	3.10079e-13,	5084.851000070572,	9.371948e-13,	5084.924999952316,	3.057362e-12,	5084.701999902725,	4.910984e-10,	5084.62700009346,	8.974017e-12,	5085.0,	2.777885e-14,	5084.776000022888,	3.213451e-11
5019.889894962311,	1.1506271,	-0.0005439358572592694,	0,	5086.528000116348,	2.992129e-13,	5086.305000066757,	9.26669e-13,	5086.378999948502,	3.036906e-12,	5086.1559998989105,	4.903397e-10,	5086.081000089645,	8.879592e-12,	5086.453999996185,	5.277941e-14,	5086.2300000190735,	3.201308e-11
5020.223094940186,	1.1438934,	-0.0005675905061200727,	0,	5087.983999967575,	2.974026e-13,	5087.760999917984,	9.075409e-13,	5087.835000038147,	3.038044e-12,	5087.611999988556,	4.917171e-10,	5087.536999940872,	8.816935e-12,	5087.910000085831,	5.106626e-14,	5087.686000108719,	3.229815e-11
5020.55629491806,	1.1371844,	-0.0005882489937003282,	0,	5089.438999891281,	3.054135e-13,	5089.214999914169,	9.327399e-13,	5089.289999961853,	3.044937e-12,	5089.065999984741,	4.910055e-10,	5088.992000102997,	8.802914e-12,	5089.364000082016,	4.219679e-14,	5089.141000032425,	3.21862e-11
5020.88939499855,	1.1304984,	-0.0006164993583851267,	0,	5090.8949999809265,	3.00197e-13,	5090.671000003815,	9.174635e-13,	5090.746000051498,	3.046265e-12,	5090.522000074387,	4.917654e-10,	5090.447999954224,	8.779343e-12,	5090.819999933243,	4.851477e-14,	5090.596999883652,	3.22431e-11
5021.222594976425,	1.123819,	-0.0006446532893271675,	0,	5092.348999977112,	3.023192e-13,	5092.125999927521,	9.237004e-13,	5092.200000047684,	3.060634e-12,	5091.976999998093,	4.918031e-10,	5091.901999950409,	8.755351e-12,	5092.275000095367,	3.838981e-14,	5092.051000118256,	3.23028e-11
5021.555694818497,	1.1172227,	-0.0006683175926393862,	0,	5093.803999900818,	3.004967e-13,	5093.581000089645,	9.213109e-13,	5093.65499997139,	3.031807e-12,	5093.431999921799,	4.917539e-10,	5093.357000112534,	8.760089e-12,	5093.7300000190735,	4.816647e-14,	5093.506000041962,	3.227267e-11
5021.8888947963715,	1.110606,	-0.0006979235916292285,	0,	5095.2590000629425,	2.940775e-13,	5095.036000013351,	9.103071e-13,	5095.109999895096,	3.042576e-12,	5094.887000083923,	4.913162e-10,	5094.81200003624,	8.719197e-12,	5095.1849999427795,	2.872249e-14,	5094.960999965668,	3.208176e-11
5022.222094774246,	1.1038116,	-0.0007299338364740362,	0,	5096.714999914169,	2.979129e-13,	5096.4909999370575,	9.211408e-13,	5096.565999984741,	3.042069e-12,	5096.342000007629,	4.905472e-10,	5096.267999887466,	8.698845e-12,	5096.640000104904,	3.369182e-14,	5096.417000055313,	3.213109e-11
5022.555194854736,	1.0971578,	-0.0007571008631937406,	0,	5098.168999910355,	2.926965e-13,	5097.944999933243,	9.197961e-13,	5098.0199999809265,	3.046022e-12,	5097.796000003815,	4.911217e-10,	5097.721999883652,	8.731229e-12,	5098.0940001010895,	4.321739e-14,	5097.871000051498,	3.213016e-11
5022.888394832611,	1.0905025,	-0.000795409334967417,	0,	5099.625,	2.880633e-13,	5099.401999950409,	9.128626e-13,	5099.476000070572,	3.020118e-12,	5099.253000020981,	4.917244e-10,	5099.177999973297,	8.71916e-12,	5099.551000118256,	4.930857e-14,	5099.326999902725,	3.209534e-11
5023.221494913101,	1.0838913,	-0.0008273498344024857,	0,	5101.079999923706,	2.869293e-13,	5100.857000112534,	9.287224e-13,	5100.930999994278,	3.021074e-12,	5100.707999944687,	4.916866e-10,	5100.632999897003,	8.719597e-12,	5101.006000041962,	3.148863e-14,	5100.78200006485,	3.226367e-11
5023.554694890976,	1.0772825,	-0.0008584114075425274,	0,	5102.535000085831,	2.966776e-13,	5102.31200003624,	9.069294e-13,	5102.385999917984,	3.052531e-12,	5102.1630001068115,	4.927499e-10,	5102.088000059128,	8.72481e-12,	5102.460999965668,	2.6009e-14,	5102.236999988556,	3.215578e-11
5023.887894868851,	1.0705513,	-0.0008943906011957062,	0,	5103.9909999370575,	2.952439e-13,	5103.766999959946,	9.185204e-13,	5103.842000007629,	3.038574e-12,	5103.618000030518,	4.911056e-10,	5103.543999910355,	8.714628e-12,	5103.915999889374,	1.679934e-14,	5103.693000078201,	3.218445e-11
